Project,Model,Task,R_Squared,R_Squared_X,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_25_X,PRED_50,PRED_50_X,T_Records
generator-jhipster,Module_CC,OTHER,0.76,,0.74,81.03,26907.14,164.03,0.16,0.21,0.24,0.35,179
generator-jhipster,Module_EC,OTHER,0.82,,0.81,117.27,98174.76,313.33,0.07,0.05,0.13,0.1,179
karma,Module_CC,BUG,0.87,,0.85,3.47,37.09,6.09,0.48,0.43,0.62,0.56,113
karma,Module_EC,BUG,0.74,,0.71,20.07,3948.01,62.83,0.34,0.32,0.66,0.5,113
karma,Module_CC,DOCS,0.73,,0.66,7.33,210.84,14.52,0.4,0.31,0.53,0.47,58
karma,Module_EC,DOCS,0.45,,0.3,4.72,105.71,10.28,0.33,0.34,0.53,0.57,58
karma,Module_CC,REFACTOR,0.98,,0.97,8.67,103.72,10.18,0.33,0.35,0.33,0.47,34
karma,Module_EC,REFACTOR,0.91,,0.86,7.27,94.82,9.74,0.44,0.26,0.78,0.47,34
karma,Module_CC,TESTING,0.82,,0.75,6.07,92.97,9.64,0.25,0.27,0.67,0.5,48
karma,Module_EC,TESTING,0.55,,0.38,4.73,61.44,7.84,0.25,0.15,0.67,0.42,48
karma,Module_CC,FEATURE,0.9,,0.88,6.6,95.1,9.75,0.29,0.2,0.53,0.45,66
karma,Module_EC,FEATURE,0.12,,-0.08,30.8,8369.42,91.48,0.18,0.26,0.29,0.44,66
karma,Module_CC,UPGRADE,0.75,,0.5,0.7,1.3,1.14,0.57,0.44,0.57,0.59,27
karma,Module_EC,UPGRADE,-9854.17,,-19709.34,55.12,10458.55,102.27,0.43,0.19,0.57,0.56,27
karma,Module_CC,RELEASE,0.91,,0.9,0.72,9.73,3.12,0.97,0.85,1.0,0.93,134
karma,Module_EC,RELEASE,0.85,,0.84,0.53,3.83,1.96,0.86,0.73,1.0,0.79,134
karma,Module_CC,SUPPORT,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2
karma,Module_EC,SUPPORT,,,,177.0,31329.0,177.0,0.0,0.0,0.0,0.0,2
karma,Module_CC,OTHER,0.68,,0.65,13.41,653.31,25.56,0.22,0.18,0.38,0.34,127
karma,Module_EC,OTHER,0.48,,0.42,9.89,356.54,18.88,0.16,0.14,0.28,0.28,127
jsdom,Module_CC,BUG,0.1,,0.1,13.46,297.08,17.24,0.5,0.07,0.5,0.33,15
jsdom,Module_EC,BUG,0.0,,0.0,2.16,18.72,4.33,0.0,0.0,0.0,0.0,15
stylus,Module_CC,BUG,0.24,,0.24,10.1,388.21,19.7,0.75,0.62,0.75,0.94,16
stylus,Module_EC,BUG,0.0,,0.0,0.07,0.02,0.13,0.0,0.0,0.0,0.0,16
stylus,Module_CC,DOCS,,,,7.31,53.39,7.31,0.0,0.0,0.0,0.0,4
stylus,Module_EC,DOCS,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4
stylus,Module_CC,REFACTOR,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.5,2
stylus,Module_EC,REFACTOR,,,,0.0,0.0,0.0,,,,,2
stylus,Module_CC,TESTING,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2
stylus,Module_EC,TESTING,,,,5.0,25.0,5.0,0.0,0.0,0.0,0.0,2
stylus,Module_CC,FEATURE,,,,0.0,0.0,0.0,,,,,2
stylus,Module_EC,FEATURE,,,,0.0,0.0,0.0,,,,,2
pomelo,Module_CC,BUG,0.89,,0.86,1.46,9.17,3.03,0.5,0.47,0.69,0.72,64
pomelo,Module_EC,BUG,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,64
systemjs,Module_CC,BUG,0.26,,0.17,8.64,950.07,30.82,0.39,0.28,0.61,0.49,111
systemjs,Module_EC,BUG,0.14,,0.03,35.61,8670.66,93.12,0.29,0.27,0.46,0.48,111
systemjs,Module_CC,DOCS,0.14,,-0.72,5.84,89.51,9.46,0.14,0.22,0.29,0.41,27
systemjs,Module_EC,DOCS,-0.07,,-1.14,14.4,449.01,21.19,0.0,0.07,0.14,0.19,27
systemjs,Module_CC,REFACTOR,0.66,,1.68,2.79,11.9,3.45,0.33,0.58,0.67,0.67,12
systemjs,Module_EC,REFACTOR,0.81,,1.38,4.3,26.99,5.2,0.67,0.67,0.67,0.67,12
systemjs,Module_CC,TESTING,0.62,,0.49,101.11,44024.1,209.82,0.31,0.16,0.46,0.4,50
systemjs,Module_EC,TESTING,0.55,,0.4,215.48,206943.85,454.91,0.46,0.12,0.62,0.4,50
systemjs,Module_CC,FEATURE,0.0,,1.5,1.0,1.0,1.0,0.0,0.2,0.0,0.4,5
systemjs,Module_EC,FEATURE,0.0,,1.5,2.0,4.0,2.0,0.0,0.2,0.0,0.4,5
systemjs,Module_CC,UPGRADE,-0.4,,3.8,35.92,2513.07,50.13,0.33,0.55,0.67,0.64,11
systemjs,Module_EC,UPGRADE,-0.32,,3.64,79.81,9520.79,97.57,0.33,0.55,0.33,0.55,11
systemjs,Module_CC,RELEASE,,,,5.0,25.0,5.0,0.0,0.67,0.0,0.67,3
systemjs,Module_EC,RELEASE,,,,10.0,100.0,10.0,0.0,0.67,0.0,0.67,3
systemjs,Module_CC,SUPPORT,-0.28,,-0.66,4.03,25.88,5.09,0.29,0.19,0.5,0.44,54
systemjs,Module_EC,SUPPORT,-0.38,,-0.79,8.29,111.88,10.58,0.21,0.24,0.57,0.46,54
systemjs,Module_CC,OTHER,0.59,,0.56,15.42,1250.35,35.36,0.43,0.53,0.74,0.78,166
systemjs,Module_EC,OTHER,0.39,,0.34,42.79,9627.91,98.12,0.39,0.44,0.69,0.63,166
fpm,Module_CC,BUG,0.43,,0.24,3.3,28.24,5.31,0.15,0.24,0.46,0.49,51
fpm,Module_EC,BUG,0.56,,0.41,1.24,11.19,3.35,0.0,0.07,0.2,0.19,51
fpm,Module_CC,DOCS,-1.85,,2.42,6.75,45.67,6.76,0.0,0.0,0.0,0.0,8
fpm,Module_EC,DOCS,1.0,,1.0,0.0,0.0,0.0,,,,,8
fpm,Module_CC,REFACTOR,,,,7.19,51.65,7.19,0.0,0.25,0.0,0.75,4
fpm,Module_EC,REFACTOR,,,,0.0,0.0,0.0,,,,,4
fpm,Module_CC,TESTING,0.4,,-0.5,1.49,2.26,1.5,0.0,0.14,0.5,0.38,21
fpm,Module_EC,TESTING,-0.11,,-1.78,9.74,527.33,22.96,0.0,0.12,0.0,0.12,21
fpm,Module_CC,FEATURE,-2.74,,-2.74,0.69,0.7,0.84,0.0,0.0,0.25,0.0,14
fpm,Module_EC,FEATURE,0.0,,0.0,0.1,0.03,0.19,0.0,0.0,0.0,0.0,14
fpm,Module_CC,UPGRADE,-2.4,,-2.4,1.14,1.7,1.3,0.25,0.46,0.25,0.69,13
fpm,Module_EC,UPGRADE,-116.82,,-116.82,5.99,81.0,9.0,0.0,0.12,0.0,0.12,13
fpm,Module_CC,RELEASE,0.13,,0.13,0.33,0.22,0.47,0.75,0.38,1.0,0.75,16
fpm,Module_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,16
fpm,Module_CC,SUPPORT,-0.68,,-3.2,1.49,3.03,1.74,0.17,0.29,0.5,0.48,21
fpm,Module_EC,SUPPORT,0.85,,0.62,0.21,0.19,0.43,0.0,0.18,0.33,0.27,21
fpm,Module_CC,OTHER,0.58,,0.49,4.83,51.4,7.17,0.33,0.36,0.67,0.71,69
fpm,Module_EC,OTHER,0.16,,-0.02,24.92,5861.65,76.56,0.23,0.24,0.46,0.41,69
nightwatch,Module_CC,BUG,0.43,,0.27,7.31,96.74,9.84,0.13,0.17,0.27,0.33,60
nightwatch,Module_EC,BUG,0.0,,-0.27,1.27,22.95,4.79,0.0,0.05,0.0,0.19,60
nightwatch,Module_CC,DOCS,-0.09,,3.18,4.98,26.81,5.18,0.0,0.09,0.33,0.27,11
nightwatch,Module_EC,DOCS,1.0,,1.0,0.0,0.0,0.0,,,,,11
nightwatch,Module_CC,REFACTOR,-0.7,,4.4,30.31,1341.36,36.62,0.0,0.22,0.0,0.22,9
nightwatch,Module_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,9
nightwatch,Module_CC,TESTING,-23.3,,-47.6,32.07,5949.78,77.13,0.14,0.29,0.43,0.39,28
nightwatch,Module_EC,TESTING,-0.08,,-1.16,1.38,13.21,3.63,0.0,0.09,0.0,0.09,28
nightwatch,Module_CC,FEATURE,0.0,,3.0,0.08,0.02,0.13,0.0,0.0,0.0,0.0,10
nightwatch,Module_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,10
ng-file-upload,Module_CC,BUG,0.05,,-0.04,5.17,110.76,10.52,0.76,0.6,0.91,0.84,135
ng-file-upload,Module_EC,BUG,-0.06,,-0.17,0.06,0.06,0.24,0.0,0.0,0.0,0.5,135
natural,Module_CC,BUG,-0.47,,3.94,3.23,26.41,5.14,0.67,0.22,0.67,0.22,9
natural,Module_EC,BUG,0.59,,1.82,0.26,0.09,0.3,0.33,0.11,0.33,0.22,9
natural,Module_CC,DOCS,,,,0.24,0.06,0.24,1.0,0.0,1.0,0.25,4
natural,Module_EC,DOCS,,,,0.0,0.0,0.0,,,,,4
dat,Module_CC,BUG,-0.32,,-1.64,2.48,9.6,3.1,0.0,0.21,0.43,0.39,28
dat,Module_EC,BUG,0.28,,-0.44,102.57,27776.82,166.66,0.0,0.0,0.0,0.12,28
dat,Module_CC,DOCS,,,,3.79,14.39,3.79,0.0,0.25,0.0,0.5,4
dat,Module_EC,DOCS,,,,143.96,20724.48,143.96,0.0,0.0,0.0,0.25,4
middleman,Module_CC,BUG,0.75,,0.71,12.65,725.19,26.93,0.19,0.3,0.57,0.5,82
middleman,Module_EC,BUG,-81.75,,-96.35,15.93,2526.73,50.27,0.29,0.24,0.29,0.43,82
middleman,Module_CC,DOCS,0.85,,1.3,0.2,0.1,0.32,0.67,0.82,0.67,0.91,11
middleman,Module_EC,DOCS,0.79,,1.42,0.35,0.33,0.58,0.67,0.73,0.67,0.82,11
middleman,Module_CC,REFACTOR,0.26,,0.26,3.91,23.3,4.83,0.5,0.44,0.5,0.56,16
middleman,Module_EC,REFACTOR,0.0,,0.0,3.92,47.97,6.93,0.0,0.2,0.0,0.2,16
middleman,Module_CC,TESTING,-1.71,,-3.07,26.03,2552.92,50.53,0.2,0.21,0.4,0.34,38
middleman,Module_EC,TESTING,0.18,,-0.23,1.04,10.5,3.24,0.25,0.21,0.25,0.36,38
middleman,Module_CC,FEATURE,0.84,,0.6,15.63,525.85,22.93,0.4,0.14,0.6,0.27,24
middleman,Module_EC,FEATURE,0.78,,0.45,0.68,1.35,1.16,0.5,0.31,0.5,0.38,24
middleman,Module_CC,UPGRADE,-0.26,,-4.04,40.59,7938.6,89.1,0.4,0.22,0.4,0.39,18
middleman,Module_EC,UPGRADE,0.89,,0.56,0.1,0.03,0.16,0.5,0.33,1.0,0.44,18
middleman,Module_CC,RELEASE,0.0,,3.0,0.49,0.5,0.71,0.33,0.56,0.67,0.67,9
middleman,Module_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,9
middleman,Module_CC,SUPPORT,0.73,,0.46,13.57,443.49,21.06,0.14,0.29,0.29,0.46,28
middleman,Module_EC,SUPPORT,0.0,,-1.0,0.12,0.05,0.23,0.0,0.08,0.0,0.23,28
middleman,Module_CC,OTHER,0.9,,0.88,92.38,21946.77,148.14,0.29,0.17,0.42,0.39,96
middleman,Module_EC,OTHER,-430.38,,-495.09,300.78,1980520.58,1407.31,0.33,0.24,0.5,0.45,96
fluentd,Module_CC,BUG,1.0,,1.0,3.07,19.39,4.4,0.47,0.43,0.68,0.66,134
fluentd,Module_EC,BUG,0.95,,0.94,1.11,20.94,4.58,0.43,0.33,0.48,0.4,134
core-js,Module_CC,BUG,0.94,,0.93,81.26,38740.91,196.83,0.28,0.34,0.48,0.56,116
core-js,Module_EC,BUG,1.0,,1.0,0.03,0.01,0.11,0.5,0.17,0.5,0.42,116
core-js,Module_CC,DOCS,0.54,,0.54,0.32,0.32,0.56,0.75,0.92,0.75,0.92,13
core-js,Module_EC,DOCS,1.0,,1.0,0.0,0.0,0.0,,,,,13
core-js,Module_CC,REFACTOR,0.93,,0.72,38.25,6349.95,79.69,0.8,0.65,0.8,0.71,17
core-js,Module_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,17
core-js,Module_CC,TESTING,0.96,,0.95,65.42,19625.51,140.09,0.36,0.32,0.57,0.52,56
core-js,Module_EC,TESTING,0.64,,0.53,0.18,0.3,0.54,0.75,0.67,0.75,0.67,56
core-js,Module_CC,FEATURE,0.91,,0.64,85.23,16543.31,128.62,0.8,0.55,0.8,0.65,20
core-js,Module_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,20
core-js,Module_CC,UPGRADE,0.94,,0.76,1.15,1.65,1.28,1.0,0.72,1.0,0.83,18
core-js,Module_EC,UPGRADE,1.0,,1.0,0.0,0.0,0.0,,,,,18
core-js,Module_CC,RELEASE,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3
core-js,Module_EC,RELEASE,,,,0.0,0.0,0.0,,,,,3
core-js,Module_CC,SUPPORT,0.48,,0.17,11.57,295.22,17.18,0.44,0.48,0.56,0.58,33
core-js,Module_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,,,,33
core-js,Module_CC,OTHER,0.91,,0.9,177.79,382742.21,618.66,0.5,0.46,0.69,0.73,141
core-js,Module_EC,OTHER,1.0,,1.0,0.17,0.45,0.67,0.14,0.0,0.14,0.05,141
vega,Module_CC,BUG,-1.32,,-1.95,3.15,38.58,6.21,0.27,0.28,0.47,0.53,58
vega,Module_EC,BUG,0.94,,0.92,4.07,70.88,8.42,0.27,0.26,0.33,0.46,58
vega,Module_CC,DOCS,-8.62,,-11.83,10.76,229.23,15.14,0.23,0.38,0.54,0.63,52
vega,Module_EC,DOCS,0.23,,-0.03,17.45,919.15,30.32,0.23,0.44,0.54,0.58,52
mathjs,Module_CC,BUG,-21.29,,-23.52,67.5,50791.8,225.37,0.24,0.16,0.44,0.39,136
mathjs,Module_EC,BUG,0.01,,-0.09,3.78,392.11,19.8,0.0,0.05,0.14,0.14,136
mathjs,Module_CC,DOCS,0.28,,0.04,45.37,5997.25,77.44,0.0,0.02,0.08,0.18,50
mathjs,Module_EC,DOCS,0.0,,-0.33,0.23,0.68,0.82,0.0,0.0,0.0,0.0,50
mathjs,Module_CC,REFACTOR,0.86,,0.65,63.44,11598.15,107.69,0.17,0.05,0.33,0.33,21
mathjs,Module_EC,REFACTOR,-0.2,,-2.0,0.17,0.17,0.41,0.0,0.0,0.0,0.0,21
mathjs,Module_CC,TESTING,-0.05,,-0.25,27.67,6009.15,77.52,0.1,0.12,0.35,0.22,80
mathjs,Module_EC,TESTING,0.75,,0.7,0.16,0.3,0.55,0.0,0.14,0.2,0.57,80
mathjs,Module_CC,FEATURE,-132.56,,67.78,4.3,33.39,5.78,0.0,0.0,0.5,0.0,7
mathjs,Module_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,7
mathjs,Module_CC,UPGRADE,0.53,,-0.17,0.98,1.33,1.15,0.33,0.24,1.0,0.43,21
mathjs,Module_EC,UPGRADE,1.0,,1.0,0.0,0.0,0.0,,,,,21
mathjs,Module_CC,RELEASE,0.23,,0.15,2.29,9.81,3.13,0.53,0.53,0.84,0.78,127
mathjs,Module_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,127
mathjs,Module_CC,SUPPORT,0.51,,0.26,31.2,4180.66,64.66,0.2,0.1,0.2,0.28,40
mathjs,Module_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,,,,40
mathjs,Module_CC,OTHER,0.79,,0.77,86.14,89352.13,298.92,0.14,0.19,0.43,0.35,138
mathjs,Module_EC,OTHER,0.32,,0.25,9.52,1094.56,33.08,0.07,0.0,0.2,0.0,138
AutoMapper,Module_CC,BUG,0.06,,-0.5,26.51,1674.6,40.92,0.33,0.36,0.33,0.45,33
AutoMapper,Module_EC,BUG,-5.38,,-9.21,8.3,350.0,18.71,0.0,0.12,0.17,0.12,33
AutoMapper,Module_CC,DOCS,0.79,,1.42,2.56,10.08,3.17,0.0,0.22,0.67,0.56,9
AutoMapper,Module_EC,DOCS,-0.47,,3.94,19.54,1139.72,33.76,0.0,0.0,0.0,0.0,9
AutoMapper,Module_CC,REFACTOR,-0.05,,3.1,4.21,25.29,5.03,0.33,0.27,0.33,0.27,11
AutoMapper,Module_EC,REFACTOR,0.0,,3.0,3.4,22.93,4.79,0.0,0.0,0.0,0.09,11
AutoMapper,Module_CC,TESTING,-1.38,,-3.76,17.27,388.99,19.72,0.0,0.0,0.14,0.21,28
AutoMapper,Module_EC,TESTING,-0.35,,-1.7,3.22,31.92,5.65,0.0,0.08,0.17,0.08,28
AutoMapper,Module_CC,FEATURE,,,,4.14,17.14,4.14,1.0,0.5,1.0,0.5,4
AutoMapper,Module_EC,FEATURE,,,,3.29,10.8,3.29,0.0,0.0,0.0,0.0,4
AutoMapper,Module_CC,UPGRADE,-0.26,,3.52,3.1,20.46,4.52,0.33,0.09,0.33,0.09,11
AutoMapper,Module_EC,UPGRADE,0.0,,3.0,0.85,1.15,1.07,0.0,0.0,0.0,0.0,11
AutoMapper,Module_CC,RELEASE,-7.09,,17.18,2.53,7.19,2.68,0.0,0.2,0.0,0.4,10
AutoMapper,Module_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,10
AutoMapper,Module_CC,SUPPORT,-0.12,,-3.48,44.57,8486.39,92.12,0.2,0.41,0.6,0.59,17
AutoMapper,Module_EC,SUPPORT,0.77,,0.08,0.97,4.36,2.09,0.0,0.0,0.5,0.25,17
AutoMapper,Module_CC,OTHER,-2.05,,-3.58,169.78,98283.05,313.5,0.2,0.21,0.4,0.33,39
AutoMapper,Module_EC,OTHER,-0.21,,-0.82,115.61,37638.49,194.01,0.29,0.07,0.29,0.17,39
