,Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
0,video.js,Module,TESTING,0.73,0.68,57.55,31904.1,178.62,0.86,1.0,82
0,video.js,Module,UPGRADE,0.56,1.88,101.7,12767.61,112.99,0.0,0.67,9
0,vue,Line,BUG,0.94,0.94,105.91,53636.44,231.6,1.0,1.0,118
0,vue,Line,DOCS,0.81,0.81,45.81,4270.03,65.35,0.67,0.67,11
0,vue,Line,FEATURE,0.59,0.32,359.61,618442.46,786.41,0.17,0.67,24
0,vue,Line,OTHER,0.63,0.61,7550.3,148249914.38,12175.79,0.33,0.36,129
0,vue,Line,REFACTOR,-3.21,-4.26,166.73,86179.27,293.56,0.18,0.36,42
0,vue,Line,RELEASE,0.79,0.77,302.09,471553.84,686.7,0.11,0.21,111
0,vue,Line,SUPPORT,0.9,0.88,98.02,17866.92,133.67,0.36,0.45,41
0,vue,Line,TESTING,0.97,0.96,415.71,546856.74,739.5,0.47,0.8,57
0,vue,Line,UPGRADE,-14926.38,14928.38,699.63,955352.03,977.42,0.0,0.5,8
0,vue,Module,BUG,0.96,0.96,6.11,234.47,15.31,1.0,1.0,118
0,vue,Module,DOCS,0.96,1.08,0.57,0.36,0.6,1.0,1.0,11
0,vue,Module,FEATURE,0.61,0.02,15.73,856.32,29.26,0.33,0.33,24
0,vue,Module,OTHER,0.95,0.94,15.19,997.7,31.59,0.79,0.91,129
0,vue,Module,REFACTOR,0.83,0.76,2.79,11.98,3.46,0.18,0.82,42
0,vue,Module,RELEASE,0.98,0.98,0.81,2.17,1.47,0.75,0.86,111
0,vue,Module,SUPPORT,0.96,0.94,3.51,29.47,5.43,0.55,0.73,41
0,vue,Module,TESTING,0.97,0.96,10.78,419.8,20.49,0.6,0.73,57
0,vue,Module,UPGRADE,-1.98,2.49,3.96,18.66,4.32,0.0,1.0,8
0,webpack,Line,BUG,-0.75,-0.8,10380.07,2011727785.06,44852.29,0.52,0.54,285
0,webpack,Line,DOCS,0.87,0.61,310.31,255010.68,504.99,0.25,0.5,13
0,webpack,Line,FEATURE,-0.1,-0.22,493.53,3696275.93,1922.57,0.43,0.48,81
0,webpack,Line,REFACTOR,0.8,0.78,1257.6,7712040.46,2777.06,0.42,0.47,73
0,webpack,Line,TESTING,0.52,0.49,624.06,2336013.19,1528.4,0.55,0.61,150
0,webpack,Line,UPGRADE,-0.45,-0.86,284.2,178763.1,422.8,0.1,0.1,40
0,webpack,Module,BUG,0.52,0.5,28.35,9459.48,97.26,0.86,0.92,285
0,webpack,Module,DOCS,0.71,0.71,8.49,97.11,9.85,0.5,0.5,13
0,webpack,Module,FEATURE,-0.25,-0.47,42.58,7124.38,84.41,0.81,0.81,81
0,webpack,Module,REFACTOR,0.15,-0.02,76.35,23349.34,152.8,0.84,0.89,73
0,webpack,Module,TESTING,0.28,0.22,26.11,3495.77,59.13,0.71,0.79,150
0,webpack,Module,UPGRADE,-0.38,-1.07,6.71,88.66,9.42,0.1,0.4,40
0,webtorrent,Line,BUG,0.52,-0.44,4.2,36.19,6.02,0.5,0.5,16
0,webtorrent,Line,DOCS,,,6.0,36.0,6.0,0.0,1.0,2
0,webtorrent,Module,BUG,-0.14,-0.14,4.14,54.21,7.36,0.75,0.75,16
0,webtorrent,Module,DOCS,,,0.0,0.0,0.0,1.0,1.0,2
